id,location,type,area,price,over-valued (0/1),under-valued (0/1),normal (0/1)
637740,Nagüeles,apartments,112.0,272000,0,1,0
637878,Nagüeles,apartments,92.0,244000,0,0,1
638010,Nagüeles,apartments,180.0,483000,0,0,1
638047,Nagüeles,apartments,120.0,275000,0,1,0
638066,Nagüeles,apartments,152.0,445000,0,0,1
638128,Nagüeles,apartments,285.0,750000,0,0,1
638173,Nagüeles,apartments,95.0,265000,0,0,1
638244,Nagüeles,houses,290.0,595000,0,1,0
638323,Nagüeles,apartments,110.0,339000,0,0,1
638456,Nagüeles,apartments,347.0,499000,0,1,0
638541,Nagüeles,houses,275.0,1950000,1,0,0
638641,Nagüeles,houses,115.0,340000,0,0,1
638644,Nagüeles,apartments,65.0,202500,0,0,1
638683,Nagüeles,apartments,130.0,450000,0,0,1
638919,Nagüeles,houses,350.0,1995000,1,0,0
639124,Nagüeles,houses,300.0,490000,0,1,0
639346,Nagüeles,houses,350.0,590000,0,1,0
639365,Nagüeles,houses,115.0,235000,0,1,0
639409,Nagüeles,houses,450.0,2510000,1,0,0
639425,Nagüeles,apartments,115.0,360000,0,0,1
639453,Nagüeles,apartments,112.0,365000,0,0,1
639550,Nagüeles,houses,470.0,2200000,1,0,0
639774,Nagüeles,apartments,80.0,245000,0,0,1
640049,Nagüeles,houses,1500.0,2100000,0,1,0
640303,Nagüeles,apartments,114.0,430000,1,0,0
640458,Nagüeles,apartments,110.0,380000,0,0,1
640504,Nagüeles,apartments,80.0,186000,0,1,0
640576,Nagüeles,houses,509.0,1700000,0,0,1
640610,Nagüeles,apartments,185.0,450000,0,1,0
640625,Nagüeles,apartments,150.0,380000,0,1,0
640647,Nagüeles,houses,230.0,499000,0,1,0
640723,Nagüeles,apartments,110.0,265000,0,1,0
640785,Nagüeles,apartments,120.0,350000,0,0,1
641065,Nagüeles,apartments,96.0,199000,0,1,0
641261,Nagüeles,apartments,42.0,219900,1,0,0
641465,Nagüeles,apartments,85.0,299000,0,0,1
641468,Nagüeles,houses,367.0,495000,0,1,0
641528,Nagüeles,apartments,118.0,290000,0,1,0
641606,Nagüeles,houses,145.0,380000,0,1,0
641726,Nagüeles,houses,450.0,1325000,0,0,1
641757,Nagüeles,apartments,150.0,370000,0,1,0
641764,Nagüeles,apartments,90.0,244000,0,0,1
641812,Nagüeles,apartments,173.0,860000,1,0,0
641848,Nagüeles,apartments,94.0,350000,1,0,0
641888,Nagüeles,apartments,57.0,180000,0,0,1
641944,Nagüeles,houses,300.0,545000,0,1,0
641986,Nagüeles,houses,603.0,890000,0,1,0
642129,Nagüeles,apartments,70.0,195000,0,0,1
642130,Nagüeles,apartments,97.0,313000,0,0,1
642723,Nagüeles,houses,170.0,660000,1,0,0
642852,Nagüeles,houses,1900.0,5500000,0,0,1
642866,Nagüeles,apartments,170.0,1350000,1,0,0
642930,Nagüeles,apartments,166.0,315000,0,1,0
642936,Nagüeles,houses,500.0,1750000,0,0,1
643113,Nagüeles,houses,517.0,1275000,0,1,0
643205,Nagüeles,houses,250.0,530000,0,1,0
643237,Nagüeles,houses,200.0,500000,0,1,0
643275,Nagüeles,houses,300.0,850000,0,0,1
643380,Nagüeles,houses,180.0,325000,0,1,0
643730,Nagüeles,apartments,100.0,260000,0,1,0
644044,Nagüeles,apartments,100.0,545000,1,0,0
644162,Nagüeles,apartments,270.0,550000,0,1,0
644233,Nagüeles,houses,343.0,615000,0,1,0
644352,Nagüeles,apartments,109.0,265000,0,1,0
644367,Nagüeles,houses,810.0,3995000,1,0,0
644668,Nagüeles,houses,672.0,4500000,1,0,0
644810,Nagüeles,apartments,85.0,220000,0,1,0
645238,Nagüeles,houses,707.0,1850000,0,1,0
645356,Nagüeles,apartments,120.0,210000,0,1,0
645392,Nagüeles,houses,347.0,680000,0,1,0
645521,Nagüeles,apartments,163.0,695000,1,0,0
645523,Nagüeles,houses,240.0,495000,0,1,0
645528,Nagüeles,apartments,116.0,512000,1,0,0
645815,Nagüeles,apartments,450.0,1800000,1,0,0
645855,Nagüeles,houses,154.0,315000,0,1,0
645903,Nagüeles,apartments,113.0,262500,0,1,0
645914,Nagüeles,houses,300.0,535000,0,1,0
646297,Nagüeles,apartments,160.0,495000,0,0,1
646325,Nagüeles,apartments,150.0,500000,0,0,1
646357,Nagüeles,apartments,253.0,1550000,1,0,0
646548,Nagüeles,houses,330.0,450000,0,1,0
646600,Nagüeles,apartments,51.0,197000,1,0,0
646709,Nagüeles,apartments,102.0,329000,0,0,1
646770,Nagüeles,houses,600.0,3700000,1,0,0
646818,Nagüeles,apartments,180.0,369000,0,1,0
647119,Nagüeles,houses,300.0,430000,0,1,0
647175,Nagüeles,houses,240.0,520000,0,1,0
647215,Nagüeles,houses,434.0,1595000,0,0,1
647467,Nagüeles,apartments,110.0,230000,0,1,0
647870,Golden Mile,houses,161.0,2235000,1,0,0
648506,Nagüeles,houses,242.0,499950,0,1,0
650735,Nagüeles,houses,160.0,318000,0,1,0
650782,Nagüeles,apartments,62.0,220000,1,0,0
650791,Nagüeles,houses,150.0,490000,0,0,1
650818,Nagüeles,apartments,112.0,269000,0,1,0
650833,Nagüeles,apartments,180.0,625000,0,0,1
650909,Nagüeles,apartments,113.0,255000,0,1,0
650927,Nagüeles,houses,190.0,504000,0,1,0
650928,Nagüeles,houses,320.0,1400000,1,0,0
673920,Nagüeles,houses,317.0,595000,0,1,0
684731,Nagüeles,apartments,112.0,272000,0,1,0
705091,Nagüeles,houses,297.0,495000,0,1,0
707834,Nagüeles,houses,297.0,495000,0,1,0
708520,Nagüeles,houses,450.0,1250000,0,0,1
708530,Golden Mile,apartments,97.0,450000,0,1,0
708534,Golden Mile,apartments,97.0,450000,0,1,0
714493,Nagüeles,apartments,220.0,749000,0,0,1
716821,Golden Mile,apartments,140.0,749000,0,0,1
716837,Golden Mile,apartments,140.0,749000,0,0,1
716914,Golden Mile,apartments,185.0,975000,0,0,1
718150,Nagüeles,apartments,288.0,1950000,1,0,0
718248,Nagüeles,apartments,280.0,1590000,1,0,0
718283,Nagüeles,apartments,280.0,1390000,1,0,0
718304,Nagüeles,houses,360.0,1490000,1,0,0
718349,Nagüeles,houses,320.0,1250000,1,0,0
718367,Nagüeles,houses,308.0,1390000,1,0,0
718378,Nagüeles,houses,629.0,1360000,0,1,0
718380,Nagüeles,houses,398.0,1350000,0,0,1
718391,Nagüeles,houses,233.0,1350000,1,0,0
718405,Nagüeles,houses,268.0,1300000,1,0,0
718406,Nagüeles,houses,236.0,1300000,1,0,0
718413,Nagüeles,houses,278.0,1300000,1,0,0
718552,Nagüeles,houses,397.0,1199000,0,0,1
718626,Nagüeles,houses,320.0,995000,0,0,1
718652,Nagüeles,apartments,290.0,990000,0,0,1
718655,Nagüeles,houses,365.0,986000,0,1,0
718917,Nagüeles,apartments,233.0,790000,0,0,1
718949,Nagüeles,apartments,197.0,750000,1,0,0
719016,Nagüeles,apartments,354.0,520000,0,1,0
719095,Nagüeles,apartments,174.0,750000,1,0,0
719251,Nagüeles,houses,290.0,545000,0,1,0
719324,Nagüeles,apartments,140.0,495000,0,0,1
719513,Nagüeles,apartments,131.0,425000,0,0,1
719583,Nagüeles,apartments,185.0,390000,0,1,0
719659,Nagüeles,apartments,115.0,365000,0,0,1
719866,Nagüeles,apartments,85.0,315000,1,0,0
720061,Nagüeles,apartments,113.0,280000,0,1,0
720135,Nagüeles,apartments,95.0,265000,0,0,1
720385,Nagüeles,apartments,140.0,235000,0,1,0
722741,Nagüeles,houses,181.0,315000,0,1,0
722767,Nagüeles,houses,210.0,550000,0,1,0
723762,Nagüeles,houses,206.0,495000,0,1,0
724080,Nagüeles,apartments,206.0,595000,0,0,1
724120,Nagüeles,apartments,206.0,595000,0,0,1
728094,Nagüeles,houses,550.0,2500000,1,0,0
729891,Nagüeles,houses,186.0,420000,0,1,0
730801,Nagüeles,houses,894.0,2850000,0,0,1
732880,Nagüeles,houses,4903.0,32000000,1,0,0
733157,Nagüeles,houses,434.0,1595000,0,0,1
737461,Golden Mile,apartments,180.0,745000,0,1,0
741904,Golden Mile,apartments,150.0,995000,0,0,1
742403,Nagüeles,houses,894.0,2461000,0,0,1
743210,Nagüeles,apartments,150.0,475000,0,0,1
745781,Nagüeles,houses,300.0,510000,0,1,0
754380,Nagüeles,apartments,115.0,595000,1,0,0
754455,Golden Mile,apartments,175.0,799000,0,1,0
755389,Nagüeles,houses,131.0,310000,0,1,0
755393,Nagüeles,houses,232.0,405000,0,1,0
756544,Golden Mile,houses,189.0,450000,0,1,0
756565,Golden Mile,houses,189.0,450000,0,1,0
758052,Nagüeles,houses,206.0,445000,0,1,0
761422,Golden Mile,apartments,73.0,265000,0,1,0
761948,Nagüeles,apartments,83.0,272000,0,0,1
762881,Nagüeles,houses,844.0,2671000,0,0,1
763454,Nagüeles,houses,894.0,2461000,0,0,1
763500,Golden Mile,apartments,174.35,799000,0,1,0
765319,Nagüeles,houses,844.0,2671000,0,0,1
766922,Nagüeles,houses,894.0,2461000,0,0,1
768631,Golden Mile,houses,292.0,7290000,1,0,0
768637,Golden Mile,houses,292.0,8500000,1,0,0
768734,Golden Mile,apartments,128.0,1350000,1,0,0
784108,Quinta da Marinha,houses,300.0,1900000,0,0,1
788305,Nagüeles,houses,160.0,375000,0,1,0
788392,Golden Mile,apartments,125.0,630000,0,0,1
788477,Nagüeles,houses,1240.0,4995000,1,0,0
791570,Nagüeles,houses,285.0,1300000,1,0,0
794980,Nagüeles,houses,494.0,2950000,1,0,0
795229,Nagüeles,houses,500.0,2300000,1,0,0
795466,Nagüeles,houses,494.0,2950000,1,0,0
799275,Nagüeles,houses,200.0,795000,1,0,0
800257,Nagüeles,houses,298.0,430000,0,1,0
800283,Quinta da Marinha,houses,802.1,6500000,1,0,0
800289,Quinta da Marinha,houses,603.0,4350000,1,0,0
801003,Nagüeles,houses,460.0,1550000,0,0,1
801889,Nagüeles,houses,233.0,1350000,1,0,0
804819,Nagüeles,houses,309.0,695000,0,1,0
806117,Nagüeles,houses,440.0,1695000,1,0,0
806207,Nagüeles,plots,1875.0,795000,0,1,0
806265,Nagüeles,houses,196.0,350000,0,1,0
806485,Nagüeles,apartments,148.0,385000,0,1,0
806659,Nagüeles,houses,894.0,2850000,0,0,1
806660,Nagüeles,houses,844.0,2671000,0,0,1
807065,Nagüeles,houses,261.0,540000,0,1,0
807249,Nagüeles,houses,300.0,510000,0,1,0
807334,Nagüeles,apartments,150.0,463000,0,0,1
807674,Nagüeles,houses,181.0,315000,0,1,0
807794,Nagüeles,apartments,112.0,272000,0,1,0
807968,Nagüeles,houses,242.0,499950,0,1,0
808085,Nagüeles,houses,186.0,420000,0,1,0
808105,Nagüeles,houses,297.0,495000,0,1,0
808291,Nagüeles,apartments,48.0,200000,1,0,0
808622,Nagüeles,houses,343.0,620000,0,1,0
808892,Nagüeles,houses,810.0,4400000,1,0,0
809025,Nagüeles,apartments,127.0,665000,1,0,0
809444,Nagüeles,houses,672.0,4500000,1,0,0
809460,Nagüeles,plots,5401.0,5500000,1,0,0
809489,Nagüeles,houses,298.0,400000,0,1,0
809807,Nagüeles,apartments,85.0,220000,0,1,0
810045,Nagüeles,houses,207.0,399000,0,1,0
811290,Nagüeles,houses,707.0,1890000,0,1,0
811730,Nagüeles,apartments,120.0,210000,0,1,0
811886,Nagüeles,houses,347.0,680000,0,1,0
812068,Nagüeles,apartments,163.0,695000,1,0,0
812075,Nagüeles,houses,240.0,495000,0,1,0
812087,Nagüeles,apartments,116.0,400000,0,0,1
812227,Nagüeles,apartments,114.0,272000,0,1,0
812242,Nagüeles,apartments,450.0,1800000,1,0,0
812282,Nagüeles,houses,210.0,550000,0,1,0
812702,Nagüeles,apartments,285.0,750000,0,0,1
812733,Nagüeles,apartments,347.0,499000,0,1,0
813044,Nagüeles,houses,300.0,1250000,1,0,0
813288,Nagüeles,apartments,60.0,190000,0,0,1
813336,Nagüeles,houses,400.0,2500000,1,0,0
813893,Nagüeles,houses,202.0,425000,0,1,0
814230,Nagüeles,houses,154.0,315000,0,1,0
814442,Nagüeles,houses,149.0,385000,0,1,0
814629,Nagüeles,apartments,85.0,360000,1,0,0
815001,Nagüeles,apartments,113.0,265000,0,1,0
815042,Nagüeles,apartments,160.0,495000,0,0,1
815055,Nagüeles,houses,450.0,1325000,0,0,1
815228,Nagüeles,apartments,253.0,1550000,1,0,0
815251,Nagüeles,houses,491.0,1450000,0,0,1
815742,Nagüeles,apartments,92.0,175000,0,1,0
815906,Nagüeles,apartments,51.0,197000,1,0,0
815948,Nagüeles,apartments,180.0,483000,0,0,1
816139,Nagüeles,apartments,102.0,317000,0,0,1
816226,Nagüeles,houses,600.0,3700000,1,0,0
816258,Nagüeles,apartments,110.0,326000,0,0,1
816330,Nagüeles,apartments,180.0,369000,0,1,0
816338,Nagüeles,houses,190.0,504000,0,1,0
816449,Nagüeles,houses,320.0,1400000,1,0,0
816717,Nagüeles,houses,300.0,430000,0,1,0
817248,Nagüeles,plots,5100.0,1490000,0,1,0
817308,Nagüeles,apartments,110.0,229000,0,1,0
817578,Nagüeles,houses,432.0,1100000,0,1,0
817760,Nagüeles,apartments,100.0,395000,1,0,0
817773,Nagüeles,houses,170.0,520000,0,0,1
818155,Nagüeles,apartments,202.0,1350000,1,0,0
818247,Nagüeles,apartments,200.0,294000,0,1,0
818251,Nagüeles,houses,320.0,1400000,1,0,0
818294,Nagüeles,apartments,85.0,290000,0,0,1
818348,Nagüeles,houses,230.0,565000,0,1,0
818423,Nagüeles,houses,470.0,2300000,1,0,0
819003,Nagüeles,apartments,152.0,445000,0,0,1
819090,Nagüeles,apartments,95.0,265000,0,0,1
819180,Nagüeles,houses,290.0,595000,0,1,0
819585,Nagüeles,houses,350.0,1995000,1,0,0
819625,Nagüeles,houses,275.0,1950000,1,0,0
819795,Nagüeles,houses,115.0,340000,0,0,1
819799,Nagüeles,apartments,65.0,202500,0,0,1
819872,Nagüeles,apartments,130.0,450000,0,0,1
820076,Nagüeles,apartments,80.0,175000,0,1,0
820392,Nagüeles,plots,2030.0,1690000,1,0,0
820613,Nagüeles,houses,350.0,590000,0,1,0
820651,Nagüeles,houses,115.0,235000,0,1,0
820698,Nagüeles,apartments,60.0,180000,0,0,1
820770,Nagüeles,apartments,112.0,365000,0,0,1
821439,Nagüeles,apartments,166.0,315000,0,1,0
821662,Nagüeles,apartments,85.0,195000,0,1,0
821859,Nagüeles,apartments,42.0,219900,1,0,0
821938,Nagüeles,plots,4278.0,3000000,1,0,0
822076,Nagüeles,apartments,90.0,259000,0,0,1
822218,Nagüeles,apartments,50.0,149000,0,0,1
822248,Nagüeles,apartments,70.0,195000,0,0,1
822905,Nagüeles,plots,15500.0,5500000,0,1,0
823032,Nagüeles,plots,1160.0,370000,0,1,0
823354,Nagüeles,apartments,110.0,380000,0,0,1
823430,Nagüeles,houses,509.0,1900000,1,0,0
823475,Nagüeles,apartments,185.0,525000,0,0,1
823505,Nagüeles,houses,230.0,499000,0,1,0
823607,Nagüeles,apartments,120.0,350000,0,0,1
824203,Nagüeles,apartments,85.0,299000,0,0,1
824281,Nagüeles,houses,145.0,399000,0,0,1
824355,Nagüeles,apartments,150.0,370000,0,1,0
824407,Nagüeles,houses,300.0,850000,0,0,1
824435,Nagüeles,apartments,94.0,350000,1,0,0
824481,Nagüeles,houses,603.0,890000,0,1,0
824491,Nagüeles,houses,300.0,545000,0,1,0
824584,Nagüeles,apartments,86.0,299000,0,0,1
824633,Nagüeles,houses,160.0,318000,0,1,0
824907,Nagüeles,apartments,125.0,395000,0,0,1
824972,Nagüeles,houses,200.0,352000,0,1,0
825064,Nagüeles,apartments,354.0,520000,0,1,0
825066,Nagüeles,apartments,100.0,260000,0,1,0
825103,Nagüeles,houses,150.0,490000,0,0,1
825289,Nagüeles,houses,590.0,1125000,0,1,0
825336,Nagüeles,houses,450.0,1350000,0,0,1
825616,Nagüeles,apartments,155.0,720000,1,0,0
825789,Nagüeles,apartments,140.0,309000,0,1,0
825949,Nagüeles,apartments,207.0,320000,0,1,0
826034,Nagüeles,apartments,366.0,900000,0,1,0
826146,Nagüeles,houses,200.0,795000,1,0,0
826172,Nagüeles,apartments,216.0,400000,0,1,0
826206,Nagüeles,houses,1055.0,1450000,0,1,0
826801,Nagüeles,apartments,60.0,170000,0,0,1
827463,Nagüeles,apartments,180.0,495000,0,0,1
827510,Nagüeles,apartments,107.0,360000,0,0,1
828116,Nagüeles,apartments,110.0,240000,0,1,0
828405,Nagüeles,apartments,140.0,230000,0,1,0
828698,Nagüeles,apartments,110.0,245000,0,1,0
828750,Nagüeles,houses,570.0,1200000,0,1,0
828879,Nagüeles,houses,132.0,348500,0,1,0
829289,Nagüeles,apartments,60.0,155000,0,1,0
829298,Nagüeles,apartments,100.0,199000,0,1,0
829342,Nagüeles,apartments,95.0,260000,0,0,1
829359,Nagüeles,houses,450.0,1000000,0,1,0
829389,Nagüeles,houses,187.0,350000,0,1,0
829509,Nagüeles,houses,350.0,1400000,1,0,0
829701,Nagüeles,houses,550.0,595000,0,1,0
829960,Nagüeles,houses,500.0,890000,0,1,0
830663,Nagüeles,apartments,110.0,230000,0,1,0
830882,Nagüeles,houses,356.0,465000,0,1,0
831129,Nagüeles,apartments,157.0,315000,0,1,0
831171,Nagüeles,apartments,145.0,499500,0,0,1
831284,Nagüeles,apartments,81.0,209000,0,1,0
831453,Nagüeles,apartments,93.0,350000,1,0,0
831581,Nagüeles,houses,600.0,1495000,0,1,0
832430,Nagüeles,apartments,100.0,210000,0,1,0
832898,Nagüeles,houses,200.0,415000,0,1,0
833035,Nagüeles,apartments,300.0,749000,0,1,0
833174,Nagüeles,apartments,106.0,245000,0,1,0
833176,Nagüeles,houses,357.0,1295000,0,0,1
833203,Nagüeles,houses,262.0,399000,0,1,0
833211,Nagüeles,apartments,135.0,265000,0,1,0
833369,Nagüeles,apartments,70.0,180000,0,1,0
833671,Nagüeles,houses,271.0,2900000,1,0,0
833705,Quinta da Marinha,houses,215.0,1400000,0,0,1
833707,Quinta da Marinha,houses,190.0,1000000,0,0,1
837694,Nagüeles,apartments,70.0,180000,0,1,0
837786,Nagüeles,apartments,135.0,265000,0,1,0
837793,Nagüeles,apartments,114.0,272000,0,1,0
837896,Nagüeles,apartments,148.0,385000,0,1,0
837929,Nagüeles,houses,262.0,399000,0,1,0
837949,Nagüeles,houses,196.0,350000,0,1,0
838060,Nagüeles,houses,261.0,540000,0,1,0
838119,Nagüeles,houses,380.0,599000,0,1,0
838198,Nagüeles,apartments,253.0,795000,0,0,1
838340,Nagüeles,houses,300.0,1250000,1,0,0
838377,Nagüeles,houses,440.0,1695000,1,0,0
838412,Nagüeles,houses,1020.0,2850000,0,0,1
838445,Nagüeles,houses,844.0,2671000,0,0,1
841488,Golden Mile,apartments,96.0,1300000,1,0,0
842579,Nagüeles,houses,1240.0,4995000,1,0,0
842597,Golden Mile,apartments,180.0,745000,0,1,0
842600,Nagüeles,houses,206.0,495000,0,1,0
845330,Golden Mile,apartments,91.0,390000,0,1,0
846401,Nagüeles,apartments,130.0,385000,0,0,1
848683,Nagüeles,apartments,100.0,225750,0,1,0
848687,Nagüeles,apartments,156.0,347300,0,1,0
848698,Nagüeles,houses,420.0,950000,0,1,0
848703,Nagüeles,houses,385.0,1495000,1,0,0
849545,Nagüeles,houses,893.0,2850000,0,0,1
849546,Nagüeles,houses,844.0,3200000,1,0,0
849631,Golden Mile,apartments,260.0,1800000,1,0,0
851041,Nagüeles,houses,470.0,2950000,1,0,0
862325,Nagüeles,apartments,146.0,310000,0,1,0
862669,Nagüeles,apartments,158.0,750000,1,0,0
862677,Nagüeles,apartments,160.0,450000,0,0,1
862678,Nagüeles,apartments,108.0,450000,1,0,0
862679,Nagüeles,houses,189.0,450000,0,1,0
863295,Nagüeles,apartments,97.0,280000,0,0,1
873477,Nagüeles,houses,181.0,315000,0,1,0
874408,Nagüeles,houses,282.0,430000,0,1,0
874409,Golden Mile,houses,844.0,2450000,0,1,0
874759,Nagüeles,houses,330.0,495000,0,1,0
890384,Golden Mile,apartments,107.0,690000,0,0,1
891421,Nagüeles,apartments,140.0,228000,0,1,0
891440,Nagüeles,apartments,110.0,330000,0,0,1
891450,Nagüeles,houses,240.0,398000,0,1,0
893043,Nagüeles,houses,590.0,1125000,0,1,0
893257,Nagüeles,houses,600.0,1495000,0,1,0
893639,Nagüeles,houses,187.0,350000,0,1,0
893734,Nagüeles,apartments,216.0,400000,0,1,0
893852,Nagüeles,houses,590.0,1125000,0,1,0
893860,Nagüeles,houses,200.0,795000,1,0,0
893875,Nagüeles,apartments,107.0,360000,0,0,1
894063,Nagüeles,apartments,115.0,319000,0,0,1
894128,Nagüeles,apartments,60.0,180000,0,0,1
894160,Nagüeles,apartments,366.0,790000,0,1,0
894346,Nagüeles,apartments,207.0,320000,0,1,0
894459,Nagüeles,houses,245.0,2000000,1,0,0
894529,Nagüeles,plots,1160.0,370000,0,1,0
894708,Nagüeles,apartments,140.0,309000,0,1,0
894733,Nagüeles,apartments,180.0,495000,0,0,1
894884,Nagüeles,plots,15500.0,5500000,0,1,0
895048,Nagüeles,houses,356.0,465000,0,1,0
895139,Nagüeles,houses,450.0,1500000,0,0,1
895290,Nagüeles,houses,450.0,1350000,0,0,1
895557,Nagüeles,apartments,174.0,550000,0,0,1
895577,Nagüeles,houses,200.0,415000,0,1,0
895846,Nagüeles,apartments,170.0,1150000,1,0,0
896069,Nagüeles,houses,150.0,490000,0,0,1
896133,Nagüeles,apartments,100.0,260000,0,1,0
896135,Nagüeles,apartments,354.0,520000,0,1,0
896190,Nagüeles,houses,163.0,235000,0,1,0
896320,Nagüeles,apartments,125.0,395000,0,0,1
897366,Nagüeles,apartments,85.0,299000,0,0,1
897410,Nagüeles,apartments,65.0,215000,0,0,1
897415,Nagüeles,houses,180.0,249000,0,1,0
897435,Nagüeles,houses,160.0,318000,0,1,0
897519,Nagüeles,apartments,200.0,810000,1,0,0
897556,Nagüeles,houses,315.0,1150000,0,0,1
897559,Nagüeles,apartments,86.0,299000,0,0,1
897569,Golden Mile,apartments,70.0,195000,0,1,0
897659,Nagüeles,apartments,173.0,799000,1,0,0
897806,Nagüeles,apartments,112.0,269000,0,1,0
897862,Nagüeles,apartments,108.0,324000,0,0,1
897912,Nagüeles,houses,603.0,890000,0,1,0
897988,Nagüeles,apartments,94.0,350000,1,0,0
898058,Nagüeles,houses,300.0,850000,0,0,1
898078,Nagüeles,apartments,173.0,860000,1,0,0
898124,Nagüeles,houses,619.0,2700000,1,0,0
898207,Nagüeles,apartments,90.0,259000,0,0,1
898224,Nagüeles,apartments,45.0,150000,0,0,1
898244,Nagüeles,apartments,150.0,370000,0,1,0
898265,Nagüeles,apartments,48.0,135000,0,0,1
898274,Nagüeles,houses,322.0,1600000,1,0,0
898388,Nagüeles,apartments,135.0,450000,0,0,1
898395,Nagüeles,apartments,85.0,195000,0,1,0
898456,Nagüeles,houses,145.0,399000,0,0,1
898594,Nagüeles,apartments,40.0,128000,0,0,1
898619,Nagüeles,apartments,95.0,283500,0,0,1
898620,Nagüeles,houses,155.0,230000,0,1,0
898644,Nagüeles,houses,330.0,1320000,1,0,0
898710,Nagüeles,apartments,120.0,350000,0,0,1
898737,Nagüeles,plots,4278.0,3000000,1,0,0
898791,Nagüeles,houses,230.0,499000,0,1,0
898819,Nagüeles,apartments,185.0,525000,0,0,1
899039,Nagüeles,houses,509.0,1700000,0,0,1
899078,Nagüeles,apartments,80.0,186000,0,1,0
899109,Nagüeles,apartments,110.0,380000,0,0,1
899124,Nagüeles,houses,490.0,1100000,0,1,0
899180,Nagüeles,apartments,85.0,299000,0,0,1
899216,Golden Mile,apartments,150.0,310000,0,1,0
899325,Nagüeles,apartments,166.0,300000,0,1,0
899459,Nagüeles,apartments,180.0,625000,0,0,1
899528,Nagüeles,apartments,140.0,550000,1,0,0
899557,Nagüeles,apartments,112.0,365000,0,0,1
899614,Nagüeles,houses,350.0,499000,0,1,0
899758,Nagüeles,houses,300.0,430000,0,1,0
899845,Nagüeles,houses,300.0,490000,0,1,0
899905,Nagüeles,apartments,130.0,450000,0,0,1
899937,Nagüeles,apartments,65.0,202500,0,0,1
899939,Nagüeles,houses,115.0,340000,0,0,1
900026,Nagüeles,houses,275.0,1950000,1,0,0
900044,Nagüeles,houses,350.0,1650000,1,0,0
900206,Nagüeles,houses,290.0,595000,0,1,0
900249,Nagüeles,apartments,95.0,265000,0,0,1
900296,Nagüeles,apartments,152.0,445000,0,0,1
900359,Golden Mile,houses,200.0,500000,0,1,0
900541,Nagüeles,houses,470.0,2300000,1,0,0
900569,Nagüeles,houses,230.0,565000,0,1,0
900594,Nagüeles,apartments,85.0,275000,0,0,1
900615,Nagüeles,apartments,200.0,294000,0,1,0
900617,Nagüeles,houses,320.0,1400000,1,0,0
900663,Nagüeles,apartments,202.0,1350000,1,0,0
900757,Nagüeles,houses,1137.0,10900000,1,0,0
900781,Nagüeles,houses,170.0,520000,0,0,1
900782,Nagüeles,apartments,100.0,395000,1,0,0
900784,Nagüeles,apartments,118.0,270000,0,1,0
900847,Nagüeles,houses,432.0,1100000,0,1,0
900998,Nagüeles,apartments,110.0,229000,0,1,0
901017,Nagüeles,plots,5100.0,1490000,0,1,0
901055,Nagüeles,apartments,97.0,275000,0,0,1
901084,Nagüeles,apartments,185.0,390000,0,1,0
901173,Nagüeles,apartments,62.0,220000,1,0,0
901375,Nagüeles,houses,320.0,1400000,1,0,0
901421,Nagüeles,houses,190.0,504000,0,1,0
901461,Nagüeles,houses,600.0,3700000,1,0,0
901509,Nagüeles,apartments,102.0,317000,0,0,1
901565,Nagüeles,apartments,180.0,483000,0,0,1
901608,Nagüeles,apartments,51.0,197000,1,0,0
901637,Nagüeles,apartments,92.0,175000,0,1,0
901722,Nagüeles,houses,491.0,1450000,0,0,1
901747,Nagüeles,apartments,253.0,1550000,1,0,0
901802,Nagüeles,houses,450.0,1325000,0,0,1
901813,Nagüeles,apartments,160.0,495000,0,0,1
901827,Nagüeles,apartments,113.0,265000,0,1,0
901956,Nagüeles,apartments,85.0,360000,1,0,0
902014,Nagüeles,houses,195.0,375000,0,1,0
902075,Nagüeles,houses,240.0,550000,0,1,0
902095,Nagüeles,apartments,161.0,1150000,1,0,0
902138,Nagüeles,houses,280.0,460000,0,1,0
902171,Nagüeles,houses,149.0,385000,0,1,0
902225,Nagüeles,houses,1900.0,5500000,0,0,1
902314,Nagüeles,houses,154.0,315000,0,1,0
902397,Nagüeles,houses,202.0,425000,0,1,0
902545,Nagüeles,houses,240.0,495000,0,1,0
902563,Nagüeles,apartments,95.0,360000,1,0,0
902569,Nagüeles,apartments,163.0,695000,1,0,0
902584,Nagüeles,houses,517.0,1275000,0,1,0
902640,Nagüeles,houses,347.0,680000,0,1,0
902666,Nagüeles,apartments,120.0,210000,0,1,0
902687,Nagüeles,houses,400.0,2500000,1,0,0
902721,Nagüeles,apartments,116.0,400000,0,0,1
902744,Nagüeles,apartments,450.0,1800000,1,0,0
902755,Nagüeles,houses,707.0,1890000,0,1,0
902791,Nagüeles,apartments,60.0,190000,0,0,1
902848,Nagüeles,apartments,207.0,320000,0,1,0
902881,Nagüeles,apartments,285.0,750000,0,0,1
902884,Nagüeles,plots,5764.0,3500000,0,0,1
902959,Nagüeles,apartments,347.0,499000,0,1,0
903103,Nagüeles,apartments,96.0,245000,0,1,0
903122,Nagüeles,apartments,85.0,220000,0,1,0
903219,Nagüeles,houses,672.0,4500000,1,0,0
903223,Nagüeles,plots,5401.0,5500000,1,0,0
903506,Nagüeles,houses,810.0,3995000,1,0,0
903617,Nagüeles,houses,343.0,620000,0,1,0
903731,Nagüeles,apartments,100.0,545000,1,0,0
903785,Nagüeles,apartments,48.0,200000,1,0,0
